Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2023-01-03,16.34856414794922,0.0,16.90999984741211,0.0,18.040000915527344,16.469999313354492,17.739999771118164,0.0,179925900.0
2023-01-04,16.59993553161621,0.0,17.170000076293945,0.0,17.489999771118164,16.540000915527344,17.329999923706055,0.0,217636400.0
2023-01-05,15.816828727722168,0.0,16.360000610351562,0.0,16.850000381469727,16.280000686645508,16.809999465942383,0.0,181252000.0
2023-01-06,17.054330825805664,0.0,17.639999389648438,0.0,17.899999618530273,16.100000381469727,16.649999618530273,0.0,233447600.0
2023-01-09,17.41204261779785,0.0,18.010000228881836,0.0,18.959999084472656,17.889999389648438,18.079999923706055,0.0,186021400.0
2023-01-10,17.876108169555664,0.0,18.489999771118164,0.0,18.489999771118164,17.700000762939453,17.81999969482422,0.0,164361500.0
2023-01-11,18.765565872192383,0.0,19.40999984741211,0.0,19.43000030517578,18.520000457763672,18.68000030517578,0.0,151275000.0
2023-01-12,19.055601119995117,0.0,19.709999084472656,0.0,19.920000076293945,18.59000015258789,19.520000457763672,0.0,280926300.0
2023-01-13,19.432655334472656,0.0,20.100000381469727,0.0,20.170000076293945,19.100000381469727,19.170000076293945,0.0,159783000.0
2023-01-17,19.53900146484375,0.0,20.209999084472656,0.0,20.510000228881836,19.809999465942383,20.059999465942383,0.0,139757900.0
2023-01-18,18.813901901245117,0.0,19.459999084472656,0.0,20.90999984741211,19.389999389648438,20.579999923706055,0.0,186650100.0
2023-01-19,18.224157333374023,0.0,18.850000381469727,0.0,19.309999465942383,18.579999923706055,19.06999969482422,0.0,166370700.0
2023-01-20,19.71302604675293,0.0,20.389999389648438,0.0,20.450000762939453,18.959999084472656,19.18000030517578,0.0,161325200.0
2023-01-23,21.0085391998291,0.0,21.729999542236328,0.0,22.0,20.3799991607666,20.549999237060547,0.0,194042100.0
2023-01-24,20.88285255432129,0.0,21.600000381469727,0.0,21.8700008392334,21.239999771118164,21.360000610351562,0.0,145006500.0
2023-01-25,20.728166580200195,0.0,21.440000534057617,0.0,21.59000015258789,19.979999542236328,20.559999465942383,0.0,218083600.0
2023-01-26,21.926998138427734,0.0,22.68000030517578,0.0,22.719999313354492,21.600000381469727,22.219999313354492,0.0,203418900.0
2023-01-27,22.555416107177734,0.0,23.329999923706055,0.0,23.81999969482422,22.329999923706055,22.360000610351562,0.0,188411100.0
2023-01-30,21.20189666748047,0.0,21.93000030517578,0.0,22.899999618530273,21.850000381469727,22.549999237060547,0.0,173908000.0
2023-01-31,22.14936065673828,0.0,22.90999984741211,0.0,22.920000076293945,21.899999618530273,21.940000534057617,0.0,158256900.0
2023-02-01,23.58022117614746,0.0,24.389999389648438,0.0,24.950000762939453,22.360000610351562,22.860000610351562,0.0,271638800.0
2023-02-02,26.016555786132812,0.0,26.90999984741211,0.0,27.450000762939453,25.75,25.959999084472656,0.0,267885100.0
2023-02-03,24.672706604003906,0.0,25.520000457763672,0.0,27.139999389648438,25.110000610351562,25.209999084472656,0.0,267404200.0
2023-02-06,24.044286727905273,0.0,24.8700008392334,0.0,25.450000762939453,24.520000457763672,24.850000381469727,0.0,161816200.0
2023-02-07,25.533159255981445,0.0,26.40999984741211,0.0,26.690000534057617,24.540000915527344,24.829999923706055,0.0,259894600.0
2023-02-08,24.160301208496094,0.0,24.989999771118164,0.0,26.299999237060547,24.809999465942383,26.049999237060547,0.0,181257200.0
2023-02-09,23.512548446655273,0.0,24.31999969482422,0.0,26.09000015258789,23.93000030517578,26.049999237060547,0.0,197598400.0
2023-02-10,23.029146194458008,0.0,23.81999969482422,0.0,24.260000228881836,23.219999313354492,23.760000228881836,0.0,183931700.0
2023-02-13,24.121631622314453,0.0,24.950000762939453,0.0,25.100000381469727,23.850000381469727,24.139999389648438,0.0,139869900.0
2023-02-14,24.64369773864746,0.0,25.489999771118164,0.0,25.739999771118164,24.049999237060547,24.540000915527344,0.0,255737200.0
2023-02-15,25.194774627685547,0.0,26.059999465942383,0.0,26.100000381469727,24.850000381469727,25.020000457763672,0.0,137763700.0
2023-02-16,23.75424575805664,0.0,24.56999969482422,0.0,25.8700008392334,24.530000686645508,24.829999923706055,0.0,194496500.0
2023-02-17,23.24184226989746,0.0,24.040000915527344,0.0,24.229999542236328,23.299999237060547,24.030000686645508,0.0,194902400.0
2023-02-21,21.607952117919922,0.0,22.350000381469727,0.0,23.450000762939453,22.290000915527344,23.100000381469727,0.0,150468800.0
2023-02-22,21.627288818359375,0.0,22.3700008392334,0.0,22.850000381469727,21.979999542236328,22.450000762939453,0.0,167338700.0
2023-02-23,22.168697357177734,0.0,22.93000030517578,0.0,23.229999542236328,21.950000762939453,23.190000534057617,0.0,179770000.0
2023-02-24,21.047212600708008,0.0,21.770000457763672,0.0,22.030000686645508,21.350000381469727,21.75,0.0,172781800.0
2023-02-27,21.501602172851562,0.0,22.239999771118164,0.0,22.799999237060547,22.100000381469727,22.479999542236328,0.0,138754400.0
2023-02-28,21.3952579498291,0.0,22.1299991607666,0.0,22.719999313354492,22.0,22.079999923706055,0.0,127315800.0
2023-03-01,20.873186111450195,0.0,21.59000015258789,0.0,22.209999084472656,21.3700008392334,22.059999465942383,0.0,154386900.0
2023-03-02,21.37592315673828,0.0,22.110000610351562,0.0,22.299999237060547,20.950000762939453,21.010000228881836,0.0,157937300.0
2023-03-03,22.68109703063965,0.0,23.459999084472656,0.0,23.530000686645508,22.3799991607666,22.5,0.0,151676600.0
2023-03-06,22.77777862548828,0.0,23.559999465942383,0.0,24.479999542236328,23.5,23.760000228881836,0.0,151849900.0
2023-03-07,21.926998138427734,0.0,22.68000030517578,0.0,23.780000686645508,22.520000457763672,23.559999465942383,0.0,176331500.0
2023-03-08,22.226703643798828,0.0,22.989999771118164,0.0,23.139999389648438,22.329999923706055,22.75,0.0,145492800.0
2023-03-09,21.05687713623047,0.0,21.780000686645508,0.0,23.709999084472656,21.59000015258789,23.110000610351562,0.0,196833700.0
2023-03-10,20.186756134033203,0.0,20.8799991607666,0.0,22.15999984741211,20.6200008392334,21.81999969482422,0.0,314857600.0
2023-03-13,20.62181854248047,0.0,21.329999923706055,0.0,22.149999618530273,20.1299991607666,20.469999313354492,0.0,329540700.0
2023-03-14,22.023677825927734,0.0,22.780000686645508,0.0,22.90999984741211,21.920000076293945,22.1200008392334,0.0,217162900.0
2023-03-15,22.342723846435547,0.0,23.110000610351562,0.0,23.219999313354492,21.829999923706055,22.170000076293945,0.0,274559400.0
2023-03-16,24.111961364746094,0.0,24.940000534057617,0.0,25.030000686645508,22.719999313354492,22.8799991607666,0.0,228357100.0
2023-03-17,23.75424575805664,0.0,24.56999969482422,0.0,25.510000228881836,24.100000381469727,24.93000030517578,0.0,201770300.0
2023-03-20,24.005611419677734,0.0,24.829999923706055,0.0,24.920000076293945,23.889999389648438,24.43000030517578,0.0,164178000.0
2023-03-21,25.020750045776367,0.0,25.8799991607666,0.0,26.0,24.93000030517578,25.309999465942383,0.0,135145100.0
2023-03-22,23.99969482421875,0.0,24.68000030517578,0.15,26.959999084472656,24.649999618530273,25.709999084472656,0.0,237918100.0
2023-03-23,24.855438232421875,0.0,25.559999465942383,0.0,26.610000610351562,24.8799991607666,25.600000381469727,0.0,196497200.0
2023-03-24,25.1082706451416,0.0,25.81999969482422,0.0,25.84000015258789,24.84000015258789,25.440000534057617,0.0,169415100.0
2023-03-27,24.592880249023438,0.0,25.290000915527344,0.0,26.260000228881836,25.059999465942383,25.989999771118164,0.0,136795600.0
2023-03-28,24.184459686279297,0.0,24.8700008392334,0.0,25.139999389648438,24.290000915527344,25.139999389648438,0.0,118020700.0
2023-03-29,25.506967544555664,0.0,26.229999542236328,0.0,26.3700008392334,25.56999969482422,25.760000228881836,0.0,119365300.0
2023-03-30,26.19740104675293,0.0,26.940000534057617,0.0,27.09000015258789,26.489999771118164,26.81999969482422,0.0,130150000.0
2023-03-31,27.48101043701172,0.0,28.260000228881836,0.0,28.31999969482422,26.90999984741211,27.0,0.0,127022100.0
2023-04-03,27.286523818969727,0.0,28.059999465942383,0.0,28.1200008392334,27.329999923706055,27.68000030517578,0.0,125116300.0
2023-04-04,27.01424217224121,0.0,27.780000686645508,0.0,28.43000030517578,27.420000076293945,28.15999984741211,0.0,116090400.0
2023-04-05,26.14877700805664,0.0,26.889999389648438,0.0,27.520000457763672,26.40999984741211,27.469999313354492,0.0,129137000.0
2023-04-06,26.673891067504883,0.0,27.43000030517578,0.0,27.559999465942383,26.110000610351562,26.459999084472656,0.0,120960300.0
2023-04-10,26.61554718017578,0.0,27.3700008392334,0.0,27.3799991607666,26.170000076293945,26.639999389648438,0.0,118528800.0
2023-04-11,26.100154876708984,0.0,26.84000015258789,0.0,27.3700008392334,26.700000762939453,27.360000610351562,0.0,104260800.0
2023-04-12,25.409725189208984,0.0,26.1299991607666,0.0,27.489999771118164,26.0,27.34000015258789,0.0,174019300.0
2023-04-13,26.868377685546875,0.0,27.6299991607666,0.0,27.739999771118164,26.489999771118164,26.530000686645508,0.0,123761500.0
2023-04-14,26.712787628173828,0.0,27.469999313354492,0.0,27.93000030517578,26.700000762939453,27.209999084472656,0.0,142666100.0
2023-04-17,26.741960525512695,0.0,27.5,0.0,27.6200008392334,26.809999465942383,27.350000381469727,0.0,114308900.0
2023-04-18,26.761409759521484,0.0,27.520000457763672,0.0,28.18000030517578,27.200000762939453,28.06999969482422,0.0,106414900.0
2023-04-19,26.703065872192383,0.0,27.459999084472656,0.0,27.739999771118164,26.84000015258789,26.8700008392334,0.0,95925300.0
2023-04-20,26.080705642700195,0.0,26.81999969482422,0.0,27.579999923706055,26.469999313354492,26.670000076293945,0.0,136847600.0
2023-04-21,26.12932586669922,0.0,26.8700008392334,0.0,27.09000015258789,26.25,26.700000762939453,0.0,114444000.0
2023-04-24,25.973735809326172,0.0,26.709999084472656,0.0,27.170000076293945,26.139999389648438,26.809999465942383,0.0,107645400.0
2023-04-25,24.50535774230957,0.0,25.200000762939453,0.0,26.450000762939453,25.170000076293945,26.280000686645508,0.0,138288000.0
2023-04-26,24.91378402709961,0.0,25.6200008392334,0.0,26.389999389648438,25.510000228881836,26.020000457763672,0.0,124862300.0
2023-04-27,26.92672348022461,0.0,27.690000534057617,0.0,27.829999923706055,26.389999389648438,26.559999465942383,0.0,127815600.0
2023-04-28,27.471288681030273,0.0,28.25,0.0,28.280000686645508,27.329999923706055,27.639999389648438,0.0,130536100.0
2023-05-01,27.39349365234375,0.0,28.170000076293945,0.0,28.530000686645508,27.8700008392334,28.139999389648438,0.0,89001300.0
2023-05-02,26.664167404174805,0.0,27.420000076293945,0.0,28.219999313354492,26.959999084472656,28.139999389648438,0.0,124656000.0
2023-05-03,26.139047622680664,0.0,26.8799991607666,0.0,28.200000762939453,26.829999923706055,27.5,0.0,170133800.0
2023-05-04,25.847320556640625,0.0,26.579999923706055,0.0,27.079999923706055,26.280000686645508,26.780000686645508,0.0,121310800.0
2023-05-05,27.43238639831543,0.0,28.209999084472656,0.0,28.459999084472656,27.030000686645508,27.1200008392334,0.0,97627100.0
2023-05-08,27.656049728393555,0.0,28.440000534057617,0.0,28.540000915527344,27.81999969482422,28.100000381469727,0.0,75738500.0
2023-05-09,27.121212005615234,0.0,27.889999389648438,0.0,28.219999313354492,27.809999465942383,27.989999771118164,0.0,64840700.0
2023-05-10,27.99640464782715,0.0,28.790000915527344,0.0,29.020000457763672,27.8700008392334,28.520000457763672,0.0,151551000.0
2023-05-11,28.229787826538086,0.0,29.030000686645508,0.0,29.190000534057617,28.489999771118164,28.90999984741211,0.0,97341500.0
2023-05-12,27.938053131103516,0.0,28.729999542236328,0.0,29.299999237060547,28.170000076293945,29.18000030517578,0.0,105114100.0
2023-05-15,28.365928649902344,0.0,29.170000076293945,0.0,29.25,28.43000030517578,28.850000381469727,0.0,86467600.0
2023-05-16,28.4728946685791,0.0,29.280000686645508,0.0,29.739999771118164,28.959999084472656,28.979999542236328,0.0,79663500.0
2023-05-17,29.49395179748535,0.0,30.329999923706055,0.0,30.479999542236328,29.229999542236328,29.549999237060547,0.0,101104600.0
2023-05-18,31.07901954650879,0.0,31.959999084472656,0.0,32.040000915527344,30.399999618530273,30.399999618530273,0.0,135933800.0
2023-05-19,30.865083694458008,0.0,31.739999771118164,0.0,32.2400016784668,31.450000762939453,32.029998779296875,0.0,98804300.0
2023-05-22,31.18598747253418,0.0,32.06999969482422,0.0,32.36000061035156,31.670000076293945,31.68000030517578,0.0,83312400.0
2023-05-23,29.98016929626465,0.0,30.829999923706055,0.0,31.899999618530273,30.729999542236328,31.559999465942383,0.0,106315000.0
2023-05-24,29.49395179748535,0.0,30.329999923706055,0.0,30.700000762939453,29.770000457763672,30.270000457763672,0.0,117972500.0
2023-05-25,31.623584747314453,0.0,32.52000045776367,0.0,32.869998931884766,31.68000030517578,32.36000061035156,0.0,130873500.0
2023-05-26,34.01577377319336,0.0,34.97999954223633,0.0,35.25,32.790000915527344,32.810001373291016,0.0,126392200.0
2023-05-30,34.49226379394531,0.0,35.470001220703125,0.0,36.66999816894531,35.040000915527344,36.310001373291016,0.0,135306400.0
2023-05-31,33.7921142578125,0.0,34.75,0.0,35.59000015258789,34.400001525878906,34.970001220703125,0.0,105144500.0
2023-06-01,35.01738739013672,0.0,36.0099983215332,0.0,36.43000030517578,34.40999984741211,34.7400016784668,0.0,108379600.0
2023-06-02,35.80506134033203,0.0,36.81999969482422,0.0,37.189998626708984,36.0099983215332,36.560001373291016,0.0,108007500.0
2023-06-05,35.882850646972656,0.0,36.900001525878906,0.0,37.70000076293945,36.560001373291016,36.7599983215332,0.0,103130900.0
2023-06-06,35.84394836425781,0.0,36.86000061035156,0.0,37.15999984741211,36.2599983215332,36.689998626708984,0.0,79754500.0
2023-06-07,34.01577377319336,0.0,34.97999954223633,0.0,37.560001373291016,34.77000045776367,36.939998626708984,0.0,114242700.0
2023-06-08,35.18269348144531,0.0,36.18000030517578,0.0,36.380001068115234,34.95000076293945,35.02000045776367,0.0,94076900.0
2023-06-09,35.61056137084961,0.0,36.619998931884766,0.0,37.619998931884766,36.20000076293945,36.68000030517578,0.0,103851700.0
2023-06-12,37.42902374267578,0.0,38.4900016784668,0.0,38.5099983215332,36.84000015258789,37.150001525878906,0.0,77428700.0
2023-06-13,38.26531219482422,0.0,39.349998474121094,0.0,39.630001068115234,38.31999969482422,39.369998931884766,0.0,133267100.0
2023-06-14,39.08216094970703,0.0,40.189998626708984,0.0,40.29999923706055,38.41999816894531,39.349998474121094,0.0,152656500.0
2023-06-15,40.45329666137695,0.0,41.599998474121094,0.0,42.09000015258789,39.5099983215332,39.7400016784668,0.0,127937000.0
2023-06-16,39.67534255981445,0.0,40.79999923706055,0.0,42.439998626708984,40.650001525878906,42.40999984741211,0.0,112156600.0
2023-06-20,39.48086166381836,0.0,40.599998474121094,0.0,41.08000183105469,39.599998474121094,40.290000915527344,0.0,84124900.0
2023-06-21,37.89857864379883,0.0,38.849998474121094,0.128,40.220001220703125,38.5,40.08000183105469,0.0,99633300.0
2023-06-22,39.15699005126953,0.0,40.13999938964844,0.0,40.189998626708984,38.2400016784668,38.369998931884766,0.0,105099600.0
2023-06-23,37.99613571166992,0.0,38.95000076293945,0.0,39.709999084472656,38.380001068115234,38.83000183105469,0.0,112379100.0
2023-06-26,36.49384307861328,0.0,37.40999984741211,0.0,39.66999816894531,37.34000015258789,38.7599983215332,0.0,108450000.0
2023-06-27,38.29854202270508,0.0,39.2599983215332,0.0,39.5,37.599998474121094,37.849998474121094,0.0,97677000.0
2023-06-28,38.53266906738281,0.0,39.5,0.0,40.13999938964844,38.630001068115234,38.66999816894531,0.0,108676300.0
2023-06-29,38.2692756652832,0.0,39.22999954223633,0.0,39.560001373291016,38.66999816894531,39.36000061035156,0.0,99133200.0
2023-06-30,39.99592971801758,0.0,41.0,0.0,41.349998474121094,40.290000915527344,40.400001525878906,0.0,91993400.0
2023-07-03,40.26906967163086,0.0,41.279998779296875,0.0,41.4900016784668,40.84000015258789,41.20000076293945,0.0,39934000.0
2023-07-05,40.23980712890625,0.0,41.25,0.0,41.84000015258789,40.709999084472656,40.720001220703125,0.0,69503700.0
2023-07-06,39.29356384277344,0.0,40.279998779296875,0.0,40.41999816894531,39.290000915527344,39.970001220703125,0.0,85236700.0
2023-07-07,38.89360046386719,0.0,39.869998931884766,0.0,41.2599983215332,39.779998779296875,40.189998626708984,0.0,84068400.0
2023-07-10,38.92286682128906,0.0,39.900001525878906,0.0,40.11000061035156,38.93000030517578,39.7599983215332,0.0,86006800.0
2023-07-11,39.478912353515625,0.0,40.470001220703125,0.0,40.619998931884766,39.29999923706055,40.02000045776367,0.0,81239300.0
2023-07-12,40.94217300415039,0.0,41.970001220703125,0.0,42.439998626708984,41.150001525878906,41.83000183105469,0.0,115167700.0
2023-07-13,42.98099899291992,0.0,44.060001373291016,0.0,44.36000061035156,42.83000183105469,43.02000045776367,0.0,82386600.0
2023-07-14,42.94197082519531,0.0,44.02000045776367,0.0,45.36000061035156,43.720001220703125,44.220001220703125,0.0,92836500.0
2023-07-17,44.13209533691406,0.0,45.2400016784668,0.0,45.56999969482422,44.11000061035156,44.279998779296875,0.0,72762600.0
2023-07-18,45.185646057128906,0.0,46.31999969482422,0.0,46.84000015258789,44.310001373291016,45.02000045776367,0.0,98316800.0
2023-07-19,45.185646057128906,0.0,46.31999969482422,0.0,47.13999938964844,45.81999969482422,46.72999954223633,0.0,100286900.0
2023-07-20,42.015235900878906,0.0,43.06999969482422,0.0,45.70000076293945,42.689998626708984,45.15999984741211,0.0,116931400.0
2023-07-21,41.6445426940918,0.0,42.689998626708984,0.0,44.18000030517578,42.5099983215332,43.880001068115234,0.0,102377100.0
2023-07-24,41.81037521362305,0.0,42.86000061035156,0.0,43.310001373291016,42.20000076293945,42.97999954223633,0.0,63214600.0
2023-07-25,42.649322509765625,0.0,43.720001220703125,0.0,44.279998779296875,43.08000183105469,43.08000183105469,0.0,69099600.0
2023-07-26,42.2103385925293,0.0,43.27000045776367,0.0,43.849998474121094,42.439998626708984,43.31999969482422,0.0,102882300.0
2023-07-27,41.849403381347656,0.0,42.900001525878906,0.0,45.689998626708984,42.45000076293945,45.11000061035156,0.0,130551600.0
2023-07-28,44.11258316040039,0.0,45.220001220703125,0.0,45.59000015258789,44.130001068115234,44.29999923706055,0.0,102243800.0
2023-07-31,44.200382232666016,0.0,45.310001373291016,0.0,45.709999084472656,44.81999969482422,45.33000183105469,0.0,79504600.0
2023-08-01,43.85894775390625,0.0,44.959999084472656,0.0,45.22999954223633,44.209999084472656,44.790000915527344,0.0,76528300.0
2023-08-02,40.99094772338867,0.0,42.02000045776367,0.0,43.70000076293945,41.529998779296875,43.689998626708984,0.0,129022000.0
2023-08-03,40.69829177856445,0.0,41.720001220703125,0.0,42.459999084472656,41.04999923706055,41.11000061035156,0.0,100670100.0
2023-08-04,40.13249969482422,0.0,41.13999938964844,0.0,43.16999816894531,40.970001220703125,42.38999938964844,0.0,123503100.0
2023-08-07,41.12751770019531,0.0,42.15999984741211,0.0,42.20000076293945,40.939998626708984,41.72999954223633,0.0,74896100.0
2023-08-08,40.073974609375,0.0,41.08000183105469,0.0,41.290000915527344,40.0,41.290000915527344,0.0,94390000.0
2023-08-09,38.737518310546875,0.0,39.709999084472656,0.0,41.209999084472656,39.45000076293945,41.15999984741211,0.0,99715300.0
2023-08-10,38.91311264038086,0.0,39.88999938964844,0.0,41.75,39.369998931884766,40.65999984741211,0.0,130277100.0
2023-08-11,38.13270950317383,0.0,39.09000015258789,0.0,39.66999816894531,38.599998474121094,39.029998779296875,0.0,100580600.0
2023-08-14,39.40085983276367,0.0,40.38999938964844,0.0,40.439998626708984,38.599998474121094,38.83000183105469,0.0,71276800.0
2023-08-15,38.19123458862305,0.0,39.150001525878906,0.0,40.34000015258789,38.880001068115234,40.06999969482422,0.0,81276800.0
2023-08-16,36.92306900024414,0.0,37.849998474121094,0.0,39.41999816894531,37.81999969482422,38.91999816894531,0.0,95111000.0
2023-08-17,35.67441940307617,0.0,36.56999969482422,0.0,38.36000061035156,36.43000030517578,38.25,0.0,105116400.0
2023-08-18,35.508583068847656,0.0,36.400001525878906,0.0,36.810001373291016,35.369998931884766,35.529998779296875,0.0,123264900.0
2023-08-21,37.22547912597656,0.0,38.15999984741211,0.0,38.380001068115234,36.709999084472656,36.869998931884766,0.0,95743600.0
2023-08-22,37.05964660644531,0.0,37.9900016784668,0.0,38.97999954223633,37.77000045776367,38.970001220703125,0.0,90393000.0
2023-08-23,38.80580520629883,0.0,39.779998779296875,0.0,40.119998931884766,38.279998779296875,38.349998474121094,0.0,87727000.0
2023-08-24,36.249969482421875,0.0,37.15999984741211,0.0,40.90999984741211,37.099998474121094,40.880001068115234,0.0,116198600.0
2023-08-25,37.108421325683594,0.0,38.040000915527344,0.0,38.560001373291016,36.349998474121094,37.43000030517578,0.0,139144700.0
2023-08-28,37.93759536743164,0.0,38.88999938964844,0.0,39.16999816894531,38.08000183105469,38.95000076293945,0.0,91320500.0
2023-08-29,40.35686492919922,0.0,41.369998931884766,0.0,41.52000045776367,38.689998626708984,38.79999923706055,0.0,93747800.0
2023-08-30,41.029972076416016,0.0,42.060001373291016,0.0,42.279998779296875,41.08000183105469,41.43000030517578,0.0,92979100.0
2023-08-31,41.400665283203125,0.0,42.439998626708984,0.0,42.97999954223633,42.02000045776367,42.040000915527344,0.0,81121400.0
2023-09-01,41.254337310791016,0.0,42.290000915527344,0.0,43.36000061035156,41.75,43.209999084472656,0.0,82413500.0
2023-09-05,41.36164855957031,0.0,42.400001525878906,0.0,42.81999969482422,41.65999984741211,41.970001220703125,0.0,61889300.0
2023-09-06,40.26906967163086,0.0,41.279998779296875,0.0,42.2400016784668,40.58000183105469,42.13999938964844,0.0,74029100.0
2023-09-07,39.391117095947266,0.0,40.380001068115234,0.0,40.599998474121094,39.380001068115234,39.7400016784668,0.0,84311500.0
2023-09-08,39.508182525634766,0.0,40.5,0.0,41.2400016784668,40.16999816894531,40.310001373291016,0.0,74770800.0
2023-09-11,40.854373931884766,0.0,41.880001068115234,0.0,42.09000015258789,40.84000015258789,41.4900016784668,0.0,70856400.0
2023-09-12,39.54719543457031,0.0,40.540000915527344,0.0,41.810001373291016,40.400001525878906,41.34000015258789,0.0,77762100.0
2023-09-13,39.93739700317383,0.0,40.939998626708984,0.0,41.4900016784668,40.189998626708984,40.58000183105469,0.0,85424700.0
2023-09-14,40.87389373779297,0.0,41.900001525878906,0.0,42.2400016784668,40.79999923706055,41.5,0.0,76189900.0
2023-09-15,38.776546478271484,0.0,39.75,0.0,41.59000015258789,39.43000030517578,41.45000076293945,0.0,89663700.0
2023-09-18,38.864341735839844,0.0,39.84000015258789,0.0,40.220001220703125,39.33000183105469,39.43000030517578,0.0,62399100.0
2023-09-19,38.63021469116211,0.0,39.599998474121094,0.0,39.83000183105469,38.599998474121094,39.40999984741211,0.0,74370700.0
2023-09-20,36.955238342285156,0.0,37.75,0.139,39.900001525878906,37.70000076293945,39.77000045776367,0.0,98019200.0
2023-09-21,34.850494384765625,0.0,35.599998474121094,0.0,36.779998779296875,35.56999969482422,36.54999923706055,0.0,107851700.0
2023-09-22,34.87987518310547,0.0,35.630001068115234,0.0,36.779998779296875,35.52000045776367,36.130001068115234,0.0,94090600.0
2023-09-25,35.339969635009766,0.0,36.099998474121094,0.0,36.13999938964844,35.0099983215332,35.310001373291016,0.0,81269200.0
2023-09-26,33.76387405395508,0.0,34.4900016784668,0.0,35.47999954223633,34.16999816894531,35.310001373291016,0.0,105339700.0
2023-09-27,33.969451904296875,0.0,34.70000076293945,0.0,35.27000045776367,33.630001068115234,34.810001373291016,0.0,128435800.0
2023-09-28,34.79176712036133,0.0,35.540000915527344,0.0,36.16999816894531,34.130001068115234,34.38999938964844,0.0,134072900.0
2023-09-29,34.870079040527344,0.0,35.619998931884766,0.0,37.0,35.22999954223633,36.58000183105469,0.0,143081300.0
2023-10-02,35.702186584472656,0.0,36.470001220703125,0.0,36.900001525878906,35.47999954223633,35.66999816894531,0.0,118231600.0
2023-10-03,33.81282043457031,0.0,34.540000915527344,0.0,36.38999938964844,34.040000915527344,35.709999084472656,0.0,133269500.0
2023-10-04,35.183345794677734,0.0,35.939998626708984,0.0,36.189998626708984,34.63999938964844,34.779998779296875,0.0,126379600.0
2023-10-05,34.81134796142578,0.0,35.560001373291016,0.0,36.0,34.5,35.88999938964844,0.0,109003100.0
2023-10-06,36.56365966796875,0.0,37.349998474121094,0.0,37.689998626708984,34.40999984741211,34.650001525878906,0.0,147151000.0
2023-10-09,37.10208511352539,0.0,37.900001525878906,0.0,38.09000015258789,36.13999938964844,36.61000061035156,0.0,105483000.0
2023-10-10,37.70903396606445,0.0,38.52000045776367,0.0,39.369998931884766,37.849998474121094,38.0099983215332,0.0,108054800.0
2023-10-11,38.51176452636719,0.0,39.34000015258789,0.0,39.40999984741211,38.400001525878906,38.939998626708984,0.0,95855400.0
